ServerTime,JST,Open,High,Low,Close
2025.03.20 07:00:00,2025.03.20 14:00:00,129,130.125,127.875,129.125
2025.03.21 03:00:00,2025.03.21 10:00:00,129,130.25,127.75,129.0
2025.03.21 07:00:00,2025.03.21 14:00:00,129,130.25,127.75,129.125
2025.03.22 03:00:00,2025.03.22 10:00:00,129,130.375,127.625,129.0
2025.03.22 07:00:00,2025.03.22 14:00:00,129,130.375,127.625,129.125
2025.03.23 03:00:00,2025.03.23 10:00:00,129,130.5,127.5,129.0
2025.03.23 07:00:00,2025.03.23 14:00:00,129,130.5,127.5,129.125
2025.03.24 03:00:00,2025.03.24 10:00:00,129,130.625,127.375,129.0
2025.03.24 07:00:00,2025.03.24 14:00:00,129,130.625,127.375,129.125
2025.03.25 03:00:00,2025.03.25 10:00:00,129,130.75,127.25,129.0
2025.03.25 07:00:00,2025.03.25 14:00:00,129,130.75,127.25,129.125
2025.03.26 03:00:00,2025.03.26 10:00:00,129,130.875,128.0,129.0
2025.03.26 07:00:00,2025.03.26 14:00:00,129,130.875,128.0,129.125
2025.03.27 03:00:00,2025.03.27 10:00:00,129,131.0,127.875,129.0
2025.03.27 07:00:00,2025.03.27 14:00:00,129,131.0,127.875,129.125
2025.03.28 03:00:00,2025.03.28 10:00:00,129,131.125,127.75,129.0
2025.03.28 07:00:00,2025.03.28 14:00:00,129,131.125,127.75,129.125
2025.03.29 03:00:00,2025.03.29 10:00:00,129,131.25,127.625,129.0
2025.03.29 07:00:00,2025.03.29 14:00:00,129,131.25,127.625,129.125
2025.03.30 04:00:00,2025.03.30 10:00:00,129,130.0,127.5,129.0
2025.03.30 08:00:00,2025.03.30 14:00:00,129,130.0,127.5,129.125
2025.03.31 04:00:00,2025.03.31 10:00:00,129,130.125,127.375,129.0
2025.03.31 08:00:00,2025.03.31 14:00:00,129,130.125,127.375,129.125
2025.04.01 04:00:00,2025.04.01 10:00:00,129,130.25,127.25,129.0
2025.04.01 08:00:00,2025.04.01 14:00:00,129,130.25,127.25,129.125
2025.04.02 04:00:00,2025.04.02 10:00:00,129,130.375,128.0,129.0
2025.04.02 08:00:00,2025.04.02 14:00:00,129,130.375,128.0,129.125
2025.04.03 04:00:00,2025.04.03 10:00:00,129,130.5,127.875,129.0
2025.04.03 08:00:00,2025.04.03 14:00:00,129,130.5,127.875,129.125
2025.04.04 04:00:00,2025.04.04 10:00:00,129,130.625,127.75,129.0
2025.04.04 08:00:00,2025.04.04 14:00:00,129,130.625,127.75,129.125
2025.04.05 04:00:00,2025.04.05 10:00:00,129,130.75,127.625,129.0
2025.04.05 08:00:00,2025.04.05 14:00:00,129,130.75,127.625,129.125
2025.04.06 04:00:00,2025.04.06 10:00:00,129,130.875,127.5,129.0
2025.04.06 08:00:00,2025.04.06 14:00:00,129,130.875,127.5,129.125
2025.04.07 04:00:00,2025.04.07 10:00:00,129,131.0,127.375,129.0
2025.04.07 08:00:00,2025.04.07 14:00:00,129,131.0,127.375,129.125
2025.04.08 04:00:00,2025.04.08 10:00:00,129,131.125,127.25,129.0
2025.04.08 08:00:00,2025.04.08 14:00:00,129,131.125,127.25,129.125
2025.04.09 04:00:00,2025.04.09 10:00:00,129,131.25,128.0,129.0
2025.04.09 08:00:00,2025.04.09 14:00:00,129,131.25,128.0,129.125
2025.04.10 04:00:00,2025.04.10 10:00:00,129,130.0,127.875,129.0
2025.04.10 08:00:00,2025.04.10 14:00:00,129,130.0,127.875,129.125
2025.04.11 04:00:00,2025.04.11 10:00:00,129,130.125,127.75,129.0
2025.04.11 08:00:00,2025.04.11 14:00:00,129,130.125,127.75,129.125
2025.04.12 04:00:00,2025.04.12 10:00:00,129,130.25,127.625,129.0
2025.04.12 08:00:00,2025.04.12 14:00:00,129,130.25,127.625,129.125
2025.04.13 04:00:00,2025.04.13 10:00:00,129,130.375,127.5,129.0
2025.04.13 08:00:00,2025.04.13 14:00:00,129,130.375,127.5,129.125
2025.04.14 04:00:00,2025.04.14 10:00:00,129,130.5,127.375,129.0
2025.04.14 08:00:00,2025.04.14 14:00:00,129,130.5,127.375,129.125
2025.04.15 04:00:00,2025.04.15 10:00:00,129,130.625,127.25,129.0
2025.04.15 08:00:00,2025.04.15 14:00:00,129,130.625,127.25,129.125
2025.04.16 04:00:00,2025.04.16 10:00:00,129,130.75,128.0,129.0
2025.04.16 08:00:00,2025.04.16 14:00:00,129,130.75,128.0,129.125
2025.04.17 04:00:00,2025.04.17 10:00:00,129,130.875,127.875,129.0
2025.04.17 08:00:00,2025.04.17 14:00:00,129,130.875,127.875,129.125
2025.04.18 04:00:00,2025.04.18 10:00:00,129,131.0,127.75,129.0
2025.04.18 08:00:00,2025.04.18 14:00:00,129,131.0,127.75,129.125
2025.04.19 04:00:00,2025.04.19 10:00:00,129,131.125,127.625,129.0
2025.04.19 08:00:00,2025.04.19 14:00:00,129,131.125,127.625,129.125
2025.04.20 04:00:00,2025.04.20 10:00:00,129,131.25,127.5,129.0
2025.04.20 08:00:00,2025.04.20 14:00:00,129,131.25,127.5,129.125
2025.04.21 04:00:00,2025.04.21 10:00:00,129,130.0,127.375,129.0
2025.04.21 08:00:00,2025.04.21 14:00:00,129,130.0,127.375,129.125
2025.04.22 04:00:00,2025.04.22 10:00:00,129,130.125,127.25,129.0
2025.04.22 08:00:00,2025.04.22 14:00:00,129,130.125,127.25,129.125
2025.04.23 04:00:00,2025.04.23 10:00:00,129,130.25,128.0,129.0
2025.04.23 08:00:00,2025.04.23 14:00:00,129,130.25,128.0,129.125
2025.04.24 04:00:00,2025.04.24 10:00:00,129,130.375,127.875,129.0
2025.04.24 08:00:00,2025.04.24 14:00:00,129,130.375,127.875,129.125
2025.04.25 04:00:00,2025.04.25 10:00:00,129,130.5,127.75,129.0
2025.04.25 08:00:00,2025.04.25 14:00:00,129,130.5,127.75,129.125
2025.04.26 04:00:00,2025.04.26 10:00:00,129,130.625,127.625,129.0
2025.04.26 08:00:00,2025.04.26 14:00:00,129,130.625,127.625,129.125
2025.04.27 04:00:00,2025.04.27 10:00:00,129,130.75,127.5,129.0
2025.04.27 08:00:00,2025.04.27 14:00:00,129,130.75,127.5,129.125
2025.04.28 04:00:00,2025.04.28 10:00:00,129,130.875,127.375,129.0
2025.04.28 08:00:00,2025.04.28 14:00:00,129,130.875,127.375,129.125
2025.04.29 04:00:00,2025.04.29 10:00:00,129,131.0,127.25,129.0
2025.04.29 08:00:00,2025.04.29 14:00:00,129,131.0,127.25,129.125
2025.04.30 04:00:00,2025.04.30 10:00:00,129,131.125,128.0,129.0
2025.04.30 08:00:00,2025.04.30 14:00:00,129,131.125,128.0,129.125
2025.05.01 04:00:00,2025.05.01 10:00:00,129,131.25,127.875,129.0
2025.05.01 08:00:00,2025.05.01 14:00:00,129,131.25,127.875,129.125
2025.05.02 04:00:00,2025.05.02 10:00:00,129,130.0,127.75,129.0
2025.05.02 08:00:00,2025.05.02 14:00:00,129,130.0,127.75,129.125
2025.05.03 04:00:00,2025.05.03 10:00:00,129,130.125,127.625,129.0
2025.05.03 08:00:00,2025.05.03 14:00:00,129,130.125,127.625,129.125
2025.05.04 04:00:00,2025.05.04 10:00:00,129,130.25,127.5,129.0
2025.05.04 08:00:00,2025.05.04 14:00:00,129,130.25,127.5,129.125
2025.05.05 04:00:00,2025.05.05 10:00:00,129,130.375,127.375,129.0
2025.05.05 08:00:00,2025.05.05 14:00:00,129,130.375,127.375,129.125
2025.05.06 04:00:00,2025.05.06 10:00:00,129,130.5,127.25,129.0
2025.05.06 08:00:00,2025.05.06 14:00:00,129,130.5,127.25,129.125
2025.05.07 04:00:00,2025.05.07 10:00:00,129,130.625,128.0,129.0
2025.05.07 08:00:00,2025.05.07 14:00:00,129,130.625,128.0,129.125
2025.05.08 04:00:00,2025.05.08 10:00:00,129,130.75,127.875,129.0
2025.05.08 08:00:00,2025.05.08 14:00:00,129,130.75,127.875,129.125
2025.05.09 04:00:00,2025.05.09 10:00:00,129,130.875,127.75,129.0
2025.05.09 08:00:00,2025.05.09 14:00:00,129,130.875,127.75,129.125
2025.05.10 04:00:00,2025.05.10 10:00:00,129,131.0,127.625,129.0
2025.05.10 08:00:00,2025.05.10 14:00:00,129,131.0,127.625,129.125
2025.05.11 04:00:00,2025.05.11 10:00:00,129,131.125,127.5,129.0
2025.05.11 08:00:00,2025.05.11 14:00:00,129,131.125,127.5,129.125
2025.05.12 04:00:00,2025.05.12 10:00:00,129,131.25,127.375,129.0
2025.05.12 08:00:00,2025.05.12 14:00:00,129,131.25,127.375,129.125
2025.05.13 04:00:00,2025.05.13 10:00:00,129,130.0,127.25,129.0
2025.05.13 08:00:00,2025.05.13 14:00:00,129,130.0,127.25,129.125
2025.05.14 04:00:00,2025.05.14 10:00:00,129,130.125,128.0,129.0
2025.05.14 08:00:00,2025.05.14 14:00:00,129,130.125,128.0,129.125
2025.05.15 04:00:00,2025.05.15 10:00:00,129,130.25,127.875,129.0
2025.05.15 08:00:00,2025.05.15 14:00:00,129,130.25,127.875,129.125
2025.05.16 04:00:00,2025.05.16 10:00:00,129,130.375,127.75,129.0
2025.05.16 08:00:00,2025.05.16 14:00:00,129,130.375,127.75,129.125
2025.05.17 04:00:00,2025.05.17 10:00:00,129,130.5,127.625,129.0
2025.05.17 08:00:00,2025.05.17 14:00:00,129,130.5,127.625,129.125
2025.05.18 04:00:00,2025.05.18 10:00:00,129,130.625,127.5,129.0
2025.05.18 08:00:00,2025.05.18 14:00:00,129,130.625,127.5,129.125
2025.05.19 04:00:00,2025.05.19 10:00:00,129,130.75,127.375,129.0
2025.05.19 08:00:00,2025.05.19 14:00:00,129,130.75,127.375,129.125
2025.05.20 04:00:00,2025.05.20 10:00:00,129,130.875,127.25,129.0
2025.05.20 08:00:00,2025.05.20 14:00:00,129,130.875,127.25,129.125
2025.05.21 04:00:00,2025.05.21 10:00:00,129,131.0,128.0,129.0
2025.05.21 08:00:00,2025.05.21 14:00:00,129,131.0,128.0,129.125
2025.05.22 04:00:00,2025.05.22 10:00:00,129,131.125,127.875,129.0
2025.05.22 08:00:00,2025.05.22 14:00:00,129,131.125,127.875,129.125
2025.05.23 04:00:00,2025.05.23 10:00:00,129,131.25,127.75,129.0
2025.05.23 08:00:00,2025.05.23 14:00:00,129,131.25,127.75,129.125
2025.05.24 04:00:00,2025.05.24 10:00:00,129,130.0,127.625,129.0
2025.05.24 08:00:00,2025.05.24 14:00:00,129,130.0,127.625,129.125
2025.05.25 04:00:00,2025.05.25 10:00:00,129,130.125,127.5,129.0
2025.05.25 08:00:00,2025.05.25 14:00:00,129,130.125,127.5,129.125
2025.05.26 04:00:00,2025.05.26 10:00:00,129,130.25,127.375,129.0
2025.05.26 08:00:00,2025.05.26 14:00:00,129,130.25,127.375,129.125
2025.05.27 04:00:00,2025.05.27 10:00:00,129,130.375,127.25,129.0
2025.05.27 08:00:00,2025.05.27 14:00:00,129,130.375,127.25,129.125
2025.05.28 04:00:00,2025.05.28 10:00:00,129,130.5,128.0,129.0
2025.05.28 08:00:00,2025.05.28 14:00:00,129,130.5,128.0,129.125
2025.05.29 04:00:00,2025.05.29 10:00:00,129,130.625,127.875,129.0
2025.05.29 08:00:00,2025.05.29 14:00:00,129,130.625,127.875,129.125
2025.05.30 04:00:00,2025.05.30 10:00:00,129,130.75,127.75,129.0
2025.05.30 08:00:00,2025.05.30 14:00:00,129,130.75,127.75,129.125
2025.05.31 04:00:00,2025.05.31 10:00:00,129,130.875,127.625,129.0
2025.05.31 08:00:00,2025.05.31 14:00:00,129,130.875,127.625,129.125
2025.06.01 04:00:00,2025.06.01 10:00:00,129,131.0,127.5,129.0
2025.06.01 08:00:00,2025.06.01 14:00:00,129,131.0,127.5,129.125
2025.06.02 04:00:00,2025.06.02 10:00:00,129,131.125,127.375,129.0
2025.06.02 08:00:00,2025.06.02 14:00:00,129,131.125,127.375,129.125
2025.06.03 04:00:00,2025.06.03 10:00:00,129,131.25,127.25,129.0
2025.06.03 08:00:00,2025.06.03 14:00:00,129,131.25,127.25,129.125
2025.06.04 04:00:00,2025.06.04 10:00:00,129,130.0,128.0,129.0
2025.06.04 08:00:00,2025.06.04 14:00:00,129,130.0,128.0,129.125
2025.06.05 04:00:00,2025.06.05 10:00:00,129,130.125,127.875,129.0
2025.06.05 08:00:00,2025.06.05 14:00:00,129,130.125,127.875,129.125
2025.06.06 04:00:00,2025.06.06 10:00:00,129,130.25,127.75,129.0
2025.06.06 08:00:00,2025.06.06 14:00:00,129,130.25,127.75,129.125
2025.06.07 04:00:00,2025.06.07 10:00:00,129,130.375,127.625,129.0
2025.06.07 08:00:00,2025.06.07 14:00:00,129,130.375,127.625,129.125
2025.06.08 04:00:00,2025.06.08 10:00:00,129,130.5,127.5,129.0
2025.06.08 08:00:00,2025.06.08 14:00:00,129,130.5,127.5,129.125
2025.06.09 04:00:00,2025.06.09 10:00:00,129,130.625,127.375,129.0
2025.06.09 08:00:00,2025.06.09 14:00:00,129,130.625,127.375,129.125
2025.06.10 04:00:00,2025.06.10 10:00:00,129,130.75,127.25,129.0
2025.06.10 08:00:00,2025.06.10 14:00:00,129,130.75,127.25,129.125
2025.06.11 04:00:00,2025.06.11 10:00:00,129,130.875,128.0,129.0
2025.06.11 08:00:00,2025.06.11 14:00:00,129,130.875,128.0,129.125
2025.06.12 04:00:00,2025.06.12 10:00:00,129,131.0,127.875,129.0
2025.06.12 08:00:00,2025.06.12 14:00:00,129,131.0,127.875,129.125
2025.06.13 04:00:00,2025.06.13 10:00:00,129,131.125,127.75,129.0
2025.06.13 08:00:00,2025.06.13 14:00:00,129,131.125,127.75,129.125
2025.06.14 04:00:00,2025.06.14 10:00:00,129,131.25,127.625,129.0
2025.06.14 08:00:00,2025.06.14 14:00:00,129,131.25,127.625,129.125
2025.06.15 04:00:00,2025.06.15 10:00:00,129,130.0,127.5,129.0
2025.06.15 08:00:00,2025.06.15 14:00:00,129,130.0,127.5,129.125
2025.06.16 04:00:00,2025.06.16 10:00:00,129,130.125,127.375,129.0
2025.06.16 08:00:00,2025.06.16 14:00:00,129,130.125,127.375,129.125
2025.06.17 04:00:00,2025.06.17 10:00:00,129,130.25,127.25,129.0
2025.06.17 08:00:00,2025.06.17 14:00:00,129,130.25,127.25,129.125
2025.06.18 04:00:00,2025.06.18 10:00:00,129,130.375,128.0,129.0
2025.06.18 08:00:00,2025.06.18 14:00:00,129,130.375,128.0,129.125
2025.06.19 04:00:00,2025.06.19 10:00:00,129,130.5,127.875,129.0
2025.06.19 08:00:00,2025.06.19 14:00:00,129,130.5,127.875,129.125
2025.06.20 04:00:00,2025.06.20 10:00:00,129,130.625,127.75,129.0
2025.06.20 08:00:00,2025.06.20 14:00:00,129,130.625,127.75,129.125
2025.06.21 04:00:00,2025.06.21 10:00:00,129,130.75,127.625,129.0
2025.06.21 08:00:00,2025.06.21 14:00:00,129,130.75,127.625,129.125
2025.06.22 04:00:00,2025.06.22 10:00:00,129,130.875,127.5,129.0
2025.06.22 08:00:00,2025.06.22 14:00:00,129,130.875,127.5,129.125
2025.06.23 04:00:00,2025.06.23 10:00:00,129,131.0,127.375,129.0
2025.06.23 08:00:00,2025.06.23 14:00:00,129,131.0,127.375,129.125
2025.06.24 04:00:00,2025.06.24 10:00:00,129,131.125,127.25,129.0
