Pair,Method,Period,Direction,N,LondonMean,LondonMedian,ReversalRate,ContinuationRate,LondonNeutralRate
USDJPY,Robustness,RecentA,NEUTRAL,0,,,,,
EURJPY,Primary,RecentA,UP,284,2.3288732394367466,3.7999999999996703,0.4612676056338028,0.5387323943661971,0.0
EURJPY,Primary,RecentA,DOWN,232,-0.4659482758620274,2.2999999999996135,0.5344827586206896,0.46551724137931033,0.0
EURJPY,Primary,RecentA,NEUTRAL,1,50.10000000000048,50.10000000000048,,,0.0
EURJPY,Robustness,RecentA,UP,274,1.2313868613139083,3.7999999999996703,0.4635036496350365,0.5364963503649635,0.0
EURJPY,Robustness,RecentA,DOWN,243,1.0946502057614618,2.400000000000091,0.5390946502057613,0.4609053497942387,0.0
EURJPY,Robustness,RecentA,NEUTRAL,0,,,,,
GBPJPY,Primary,RecentA,UP,275,1.0767272727273394,4.200000000000159,0.4618181818181818,0.5381818181818182,0.0
GBPJPY,Primary,RecentA,DOWN,242,-0.19834710743794184,2.4500000000003297,0.5206611570247934,0.4793388429752066,0.0
GBPJPY,Primary,RecentA,NEUTRAL,0,,,,,
GBPJPY,Robustness,RecentA,UP,269,-0.3910780669144003,-0.1999999999981128,0.5018587360594795,0.49814126394052044,0.0
GBPJPY,Robustness,RecentA,DOWN,248,1.424596774193589,6.150000000000944,0.5645161290322581,0.43548387096774194,0.0
GBPJPY,Robustness,RecentA,NEUTRAL,0,,,,,
AUDJPY,Primary,RecentA,UP,277,-0.4126353790613413,-0.30000000000001137,0.5090252707581228,0.48736462093862815,0.0036101083032490976
AUDJPY,Primary,RecentA,DOWN,237,-2.1683544303798055,0.10000000000047748,0.5021097046413502,0.4978902953586498,0.0
AUDJPY,Primary,RecentA,NEUTRAL,3,9.50000000000036,9.100000000000819,,,0.0
AUDJPY,Robustness,RecentA,UP,281,-1.7113879003558305,-1.3999999999995794,0.5338078291814946,0.4626334519572954,0.0035587188612099642
AUDJPY,Robustness,RecentA,DOWN,236,-0.5033898305085418,1.4500000000005286,0.538135593220339,0.461864406779661,0.0
AUDJPY,Robustness,RecentA,NEUTRAL,0,,,,,
EURAUD,Primary,RecentA,UP,250,4.3360000000001175,3.9000000000000146,0.46,0.54,0.0
EURAUD,Primary,RecentA,DOWN,267,2.445692883895111,2.5999999999992696,0.5393258426966292,0.4606741573033708,0.0
EURAUD,Primary,RecentA,NEUTRAL,0,,,,,
EURAUD,Robustness,RecentA,UP,235,3.7834042553192258,4.3999999999999595,0.46382978723404256,0.5361702127659574,0.0
EURAUD,Robustness,RecentA,DOWN,281,3.057651245551617,1.9999999999997797,0.5444839857651246,0.4555160142348754,0.0
EURAUD,Robustness,RecentA,NEUTRAL,1,-11.299999999998533,-11.299999999998533,,,0.0
GBPAUD,Primary,RecentA,UP,247,5.316194331983878,4.699999999999704,0.4534412955465587,0.5425101214574899,0.004048582995951417
GBPAUD,Primary,RecentA,DOWN,270,0.2837037037036465,1.4999999999998348,0.5185185185185185,0.48148148148148145,0.0
GBPAUD,Primary,RecentA,NEUTRAL,0,,,,,
GBPAUD,Robustness,RecentA,UP,233,2.985407725321929,2.100000000000435,0.4678111587982833,0.5278969957081545,0.004291845493562232
GBPAUD,Robustness,RecentA,DOWN,284,2.4440140845070175,3.5999999999991594,0.5316901408450704,0.46830985915492956,0.0
GBPAUD,Robustness,RecentA,NEUTRAL,0,,,,,
USDJPY,Primary,RecentB,UP,258,3.3155038759690263,3.44999999999942,0.43410852713178294,0.5658914728682171,0.0
USDJPY,Primary,RecentB,DOWN,256,0.919921874999885,2.200000000000557,0.53515625,0.46484375,0.0
USDJPY,Primary,RecentB,NEUTRAL,0,,,,,
USDJPY,Robustness,RecentB,UP,267,4.483520599250948,4.200000000000159,0.41198501872659177,0.5880149812734082,0.0
USDJPY,Robustness,RecentB,DOWN,247,-0.42995951417013734,1.2999999999976808,0.5101214574898786,0.4898785425101215,0.0
USDJPY,Robustness,RecentB,NEUTRAL,0,,,,,
EURJPY,Primary,RecentB,UP,264,1.7083333333333515,5.150000000000432,0.4015151515151515,0.5984848484848485,0.0
EURJPY,Primary,RecentB,DOWN,249,5.793172690763045,6.399999999999295,0.5903614457831325,0.40963855421686746,0.0
EURJPY,Primary,RecentB,NEUTRAL,1,14.19999999999959,14.19999999999959,,,0.0
EURJPY,Robustness,RecentB,UP,268,4.867910447761276,5.799999999999272,0.3917910447761194,0.6082089552238806,0.0
EURJPY,Robustness,RecentB,DOWN,246,2.451626016260084,5.700000000000216,0.5813008130081301,0.4186991869918699,0.0
EURJPY,Robustness,RecentB,NEUTRAL,0,,,,,
GBPJPY,Primary,RecentB,UP,259,6.246718146718027,9.000000000000341,0.38996138996138996,0.61003861003861,0.0
GBPJPY,Primary,RecentB,DOWN,255,2.897254901960753,5.700000000001637,0.5647058823529412,0.43137254901960786,0.00392156862745098
GBPJPY,Primary,RecentB,NEUTRAL,0,,,,,
GBPJPY,Robustness,RecentB,UP,269,5.474349442379034,8.099999999998886,0.41263940520446096,0.587360594795539,0.0
GBPJPY,Robustness,RecentB,DOWN,245,3.608571428571432,7.199999999997431,0.5877551020408164,0.40816326530612246,0.004081632653061225
GBPJPY,Robustness,RecentB,NEUTRAL,0,,,,,
AUDJPY,Primary,RecentB,UP,270,0.909259259259227,1.40000000000029,0.4666666666666667,0.5296296296296297,0.003703703703703704
AUDJPY,Primary,RecentB,DOWN,244,0.3151639344262434,1.1000000000002785,0.5204918032786885,0.47950819672131145,0.0
AUDJPY,Primary,RecentB,NEUTRAL,0,,,,,
AUDJPY,Robustness,RecentB,UP,275,1.3221818181817908,1.999999999999602,0.4618181818181818,0.5345454545454545,0.0036363636363636364
AUDJPY,Robustness,RecentB,DOWN,238,-0.12436974789915045,0.45000000000001705,0.5168067226890757,0.4831932773109244,0.0
AUDJPY,Robustness,RecentB,NEUTRAL,1,-11.599999999999966,-11.599999999999966,,,0.0
EURAUD,Primary,RecentB,UP,244,3.9487704918032205,2.9999999999996696,0.4385245901639344,0.5614754098360656,0.0
EURAUD,Primary,RecentB,DOWN,269,1.7275092936802563,1.0999999999983245,0.5130111524163569,0.48698884758364314,0.0
EURAUD,Primary,RecentB,NEUTRAL,1,-9.300000000000974,-9.300000000000974,,,0.0
EURAUD,Robustness,RecentB,UP,239,1.6305439330543063,1.900000000001345,0.46443514644351463,0.5355648535564853,0.0
EURAUD,Robustness,RecentB,DOWN,274,3.6777372262773484,1.8500000000010175,0.5328467153284672,0.46715328467153283,0.0
EURAUD,Robustness,RecentB,NEUTRAL,1,21.500000000000963,21.500000000000963,,,0.0
GBPAUD,Primary,RecentB,UP,238,3.622268907563105,8.550000000000502,0.41596638655462187,0.5840336134453782,0.0
GBPAUD,Primary,RecentB,DOWN,275,3.2974545454546056,4.20000000000087,0.5527272727272727,0.44727272727272727,0.0
GBPAUD,Primary,RecentB,NEUTRAL,1,41.000000000002146,41.000000000002146,,,0.0
GBPAUD,Robustness,RecentB,UP,237,3.556540084388316,6.499999999998174,0.43037974683544306,0.569620253164557,0.0
GBPAUD,Robustness,RecentB,DOWN,276,3.544202898550749,5.450000000000177,0.5688405797101449,0.4311594202898551,0.0
GBPAUD,Robustness,RecentB,NEUTRAL,1,-11.200000000000099,-11.200000000000099,,,0.0
USDJPY,Primary,Monitor2026,UP,99,1.6505050505050365,4.900000000000659,0.3939393939393939,0.6060606060606061,0.0
USDJPY,Primary,Monitor2026,DOWN,76,-2.592105263158043,-0.19999999999953388,0.5,0.5,0.0
USDJPY,Primary,Monitor2026,NEUTRAL,1,5.700000000001637,5.700000000001637,,,0.0
USDJPY,Robustness,Monitor2026,UP,91,0.5593406593406128,3.499999999999659,0.4175824175824176,0.5824175824175825,0.0
USDJPY,Robustness,Monitor2026,DOWN,85,-0.9270588235294914,1.8000000000000682,0.5411764705882353,0.4588235294117647,0.0
USDJPY,Robustness,Monitor2026,NEUTRAL,0,,,,,
EURJPY,Primary,Monitor2026,UP,87,-0.05977011494265078,1.300000000000523,0.45977011494252873,0.5402298850574713,0.0
EURJPY,Primary,Monitor2026,DOWN,89,-1.2168539325840444,0.6000000000000227,0.5056179775280899,0.4943820224719101,0.0
EURJPY,Primary,Monitor2026,NEUTRAL,0,,,,,
EURJPY,Robustness,Monitor2026,UP,96,-0.9364583333333935,0.15000000000071623,0.4895833333333333,0.5104166666666666,0.0
EURJPY,Robustness,Monitor2026,DOWN,80,-0.29499999999980986,2.39999999999867,0.5375,0.4625,0.0
EURJPY,Robustness,Monitor2026,NEUTRAL,0,,,,,
GBPJPY,Primary,Monitor2026,UP,89,2.3089887640446323,6.60000000000025,0.4044943820224719,0.5955056179775281,0.0
GBPJPY,Primary,Monitor2026,DOWN,86,-1.3418604651161097,6.049999999999045,0.5348837209302325,0.46511627906976744,0.0
GBPJPY,Primary,Monitor2026,NEUTRAL,1,4.699999999999704,4.699999999999704,,,0.0
GBPJPY,Robustness,Monitor2026,UP,93,2.2419354838707317,4.999999999998295,0.41935483870967744,0.5806451612903226,0.0
GBPJPY,Robustness,Monitor2026,DOWN,83,-1.369879518072187,6.499999999999773,0.5542168674698795,0.4457831325301205,0.0
GBPJPY,Robustness,Monitor2026,NEUTRAL,0,,,,,
AUDJPY,Primary,Monitor2026,UP,93,0.45376344086030357,3.1999999999996476,0.3870967741935484,0.6129032258064516,0.0
AUDJPY,Primary,Monitor2026,DOWN,83,-0.18795180722895702,1.6000000000005343,0.5301204819277109,0.46987951807228917,0.0
AUDJPY,Primary,Monitor2026,NEUTRAL,0,,,,,
AUDJPY,Robustness,Monitor2026,UP,91,0.37582417582425254,3.1999999999996476,0.37362637362637363,0.6263736263736264,0.0
AUDJPY,Robustness,Monitor2026,DOWN,85,-0.08941176470590803,0.7999999999995566,0.5176470588235295,0.4823529411764706,0.0
AUDJPY,Robustness,Monitor2026,NEUTRAL,0,,,,,
EURAUD,Primary,Monitor2026,UP,83,-1.5445783132530455,-3.900000000001125,0.5783132530120482,0.42168674698795183,0.0
EURAUD,Primary,Monitor2026,DOWN,93,-0.10537634408609119,-3.9999999999995595,0.41935483870967744,0.5806451612903226,0.0
EURAUD,Primary,Monitor2026,NEUTRAL,0,,,,,
EURAUD,Robustness,Monitor2026,UP,80,-2.0625000000000506,-4.150000000000542,0.625,0.375,0.0
EURAUD,Robustness,Monitor2026,DOWN,95,0.0336842105262555,-3.6999999999998145,0.45263157894736844,0.5473684210526316,0.0
EURAUD,Robustness,Monitor2026,NEUTRAL,1,23.800000000000487,23.800000000000487,,,0.0
GBPAUD,Primary,Monitor2026,UP,90,0.8700000000001485,-4.699999999999704,0.5555555555555556,0.4444444444444444,0.0
GBPAUD,Primary,Monitor2026,DOWN,86,0.10930232558149158,1.3500000000010726,0.5465116279069767,0.45348837209302323,0.0
GBPAUD,Primary,Monitor2026,NEUTRAL,0,,,,,
GBPAUD,Robustness,Monitor2026,UP,85,-1.8282352941174767,-5.800000000000249,0.6,0.4,0.0
GBPAUD,Robustness,Monitor2026,DOWN,90,2.3377777777778714,2.1999999999999797,0.5777777777777777,0.4222222222222222,0.0
GBPAUD,Robustness,Monitor2026,NEUTRAL,1,32.69999999999884,32.69999999999884,,,0.0
USDJPY,Primary,RecentCombined,UP,627,1.5291866028708916,2.5999999999982037,0.4513556618819777,0.5470494417862839,0.001594896331738437
USDJPY,Primary,RecentCombined,DOWN,576,-0.07899305555560954,1.6999999999995907,0.5260416666666666,0.4739583333333333,0.0
USDJPY,Primary,RecentCombined,NEUTRAL,4,5.625000000000568,3.0500000000003524,,,0.0
USDJPY,Robustness,RecentCombined,UP,637,2.3843014128729,3.299999999998704,0.4411302982731554,0.5572998430141287,0.0015698587127158557
USDJPY,Robustness,RecentCombined,DOWN,570,-1.0228070175438893,0.9000000000000341,0.5157894736842106,0.4842105263157895,0.0
USDJPY,Robustness,RecentCombined,NEUTRAL,0,,,,,
EURJPY,Primary,RecentCombined,UP,635,1.7436220472441422,3.8999999999987267,0.43622047244094486,0.5637795275590551,0.0
EURJPY,Primary,RecentCombined,DOWN,570,2.1510526315789966,4.250000000000398,0.5543859649122806,0.4456140350877193,0.0
EURJPY,Primary,RecentCombined,NEUTRAL,2,32.150000000000034,32.150000000000034,,,0.0
EURJPY,Robustness,RecentCombined,UP,638,2.4327586206896976,3.7999999999996703,0.4373040752351097,0.5626959247648903,0.0
EURJPY,Robustness,RecentCombined,DOWN,569,1.485940246045749,4.400000000001114,0.5571177504393673,0.4428822495606327,0.0
EURJPY,Robustness,RecentCombined,NEUTRAL,0,,,,,
GBPJPY,Primary,RecentCombined,UP,623,3.402086677367511,6.60000000000025,0.42375601926163725,0.5762439807383628,0.0
GBPJPY,Primary,RecentCombined,DOWN,583,0.9869639794168519,3.499999999999659,0.5420240137221269,0.4562607204116638,0.0017152658662092624
GBPJPY,Primary,RecentCombined,NEUTRAL,1,4.699999999999704,4.699999999999704,,,0.0
GBPJPY,Robustness,RecentCombined,UP,631,2.497464342313731,3.700000000000614,0.45166402535657685,0.5483359746434231,0.0
GBPJPY,Robustness,RecentCombined,DOWN,576,1.9508680555555893,6.650000000000489,0.5729166666666666,0.4253472222222222,0.001736111111111111
GBPJPY,Robustness,RecentCombined,NEUTRAL,0,,,,,
AUDJPY,Primary,RecentCombined,UP,640,0.2709375000000125,1.1000000000002785,0.4734375,0.5234375,0.003125
AUDJPY,Primary,RecentCombined,DOWN,564,-0.8024822695035707,0.6999999999997897,0.5141843971631206,0.4858156028368794,0.0
AUDJPY,Primary,RecentCombined,NEUTRAL,3,9.50000000000036,9.100000000000819,,,0.0
AUDJPY,Robustness,RecentCombined,UP,647,-0.1284389489953461,1.099999999999568,0.4806800618238022,0.5162287480680062,0.0030911901081916537
AUDJPY,Robustness,RecentCombined,DOWN,559,-0.2790697674418888,1.0000000000005116,0.5259391771019678,0.4740608228980322,0.0
AUDJPY,Robustness,RecentCombined,NEUTRAL,1,-11.599999999999966,-11.599999999999966,,,0.0
EURAUD,Primary,RecentCombined,UP,577,3.3263431542461217,2.300000000001745,0.4679376083188908,0.5320623916811091,0.0
EURAUD,Primary,RecentCombined,DOWN,629,1.7613672496025075,0.6000000000017103,0.5103338632750397,0.48966613672496023,0.0
EURAUD,Primary,RecentCombined,NEUTRAL,1,-9.300000000000974,-9.300000000000974,,,0.0
EURAUD,Robustness,RecentCombined,UP,554,2.010469314079411,0.8500000000000174,0.48736462093862815,0.5126353790613718,0.0
EURAUD,Robustness,RecentCombined,DOWN,650,2.8770769230769115,1.4999999999987246,0.5261538461538462,0.47384615384615386,0.0
EURAUD,Robustness,RecentCombined,NEUTRAL,3,11.333333333334304,21.500000000000963,,,0.0
GBPAUD,Primary,RecentCombined,UP,575,3.9191304347826965,4.599999999999049,0.4539130434782609,0.5443478260869565,0.0017391304347826088
GBPAUD,Primary,RecentCombined,DOWN,631,1.573375594294785,2.6999999999999247,0.5372424722662441,0.46275752773375595,0.0
GBPAUD,Primary,RecentCombined,NEUTRAL,1,41.000000000002146,41.000000000002146,,,0.0
GBPAUD,Robustness,RecentCombined,UP,555,2.4920720720721703,2.6999999999999247,0.4720720720720721,0.5261261261261261,0.0018018018018018018
GBPAUD,Robustness,RecentCombined,DOWN,650,2.896461538461551,3.7999999999993594,0.5538461538461539,0.4461538461538462,0.0
GBPAUD,Robustness,RecentCombined,NEUTRAL,2,10.74999999999937,10.74999999999937,,,0.0
USDJPY,Primary,ALL,UP,1500,0.6828666666667089,0.7999999999995566,0.476,0.5206666666666667,0.0033333333333333335
USDJPY,Primary,ALL,DOWN,1498,-0.25861148197599704,0.6500000000002615,0.5126835781041389,0.48664886515353806,0.0006675567423230974
USDJPY,Primary,ALL,NEUTRAL,9,4.666666666666844,5.100000000000193,,,0.0
USDJPY,Robustness,ALL,UP,1557,0.9188824662813523,1.0000000000005116,0.4720616570327553,0.5247270391779062,0.0032113037893384713
USDJPY,Robustness,ALL,DOWN,1448,-0.5136049723757199,0.5000000000002558,0.5096685082872928,0.48964088397790057,0.0006906077348066298
USDJPY,Robustness,ALL,NEUTRAL,2,-4.050000000000864,-4.050000000000864,,,0.0
EURJPY,Primary,ALL,UP,1562,0.2383482714468675,1.4000000000010004,0.47247119078104993,0.5268886043533931,0.0006402048655569782
EURJPY,Primary,ALL,DOWN,1438,0.5582058414464763,1.0500000000000398,0.5187760778859527,0.4812239221140473,0.0
EURJPY,Primary,ALL,NEUTRAL,7,13.728571428570799,11.7999999999995,,,0.0
EURJPY,Robustness,ALL,UP,1557,0.6543994861914142,1.4000000000010004,0.4733461785484907,0.5260115606936416,0.0006422607578676942
EURJPY,Robustness,ALL,DOWN,1447,0.1651002073255047,1.0000000000005116,0.5196959225984796,0.48030407740152037,0.0
EURJPY,Robustness,ALL,NEUTRAL,3,4.433333333332712,16.499999999999204,,,0.0
GBPJPY,Primary,ALL,UP,1543,1.6633182112767306,2.000000000001023,0.4698639014906027,0.5275437459494491,0.002592352559948153
GBPJPY,Primary,ALL,DOWN,1462,0.4948016415868912,1.999999999999602,0.521203830369357,0.4774281805745554,0.0013679890560875513
GBPJPY,Primary,ALL,NEUTRAL,2,-1.5999999999991132,-1.5999999999991132,,,0.0
GBPJPY,Robustness,ALL,UP,1550,0.4328387096774206,0.6000000000000227,0.4858064516129032,0.5116129032258064,0.0025806451612903226
GBPJPY,Robustness,ALL,DOWN,1455,1.7994501718213263,3.1999999999982265,0.5381443298969072,0.46048109965635736,0.0013745704467353953
GBPJPY,Robustness,ALL,NEUTRAL,2,-1.2000000000000455,-1.2000000000000455,,,0.0
AUDJPY,Primary,ALL,UP,1579,-0.26219126029130974,0.5000000000009663,0.4832172260924636,0.5136162127929069,0.0031665611146295125
AUDJPY,Primary,ALL,DOWN,1421,-0.059535538353276136,0.9999999999990905,0.5186488388458832,0.48064743138634763,0.0007037297677691766
AUDJPY,Primary,ALL,NEUTRAL,6,-1.116666666666551,-1.2000000000000455,,,0.0
AUDJPY,Robustness,ALL,UP,1581,-0.558317520556594,0.40000000000048885,0.4876660341555977,0.5091714104996837,0.0031625553447185324
AUDJPY,Robustness,ALL,DOWN,1421,0.29211822660098047,1.2000000000000455,0.5242786769880365,0.47501759324419424,0.0007037297677691766
AUDJPY,Robustness,ALL,NEUTRAL,4,-9.425000000000239,-10.39999999999992,,,0.0
EURAUD,Primary,ALL,UP,1457,0.5103637611530725,0.1999999999990898,0.4948524365133837,0.5037748798901853,0.0013726835964310226
EURAUD,Primary,ALL,DOWN,1548,1.0041989664082276,1.0500000000002174,0.5103359173126615,0.4883720930232558,0.0012919896640826874
EURAUD,Primary,ALL,NEUTRAL,2,0.6499999999998174,0.6499999999998174,,,0.0
EURAUD,Robustness,ALL,UP,1420,0.12232394366196482,0.10000000000065512,0.4971830985915493,0.502112676056338,0.0007042253521126761
EURAUD,Robustness,ALL,DOWN,1581,1.3333333333333144,1.1999999999989797,0.5117014547754586,0.4864010120177103,0.0018975332068311196
EURAUD,Robustness,ALL,NEUTRAL,6,2.9500000000004523,3.849999999999687,,,0.0
GBPAUD,Primary,ALL,UP,1438,1.6243393602225642,0.7500000000004725,0.4944367176634214,0.5048678720445062,0.0006954102920723226
GBPAUD,Primary,ALL,DOWN,1559,1.1558691468890394,0.700000000000145,0.5093008338678641,0.48813341885824246,0.0025657472738935213
GBPAUD,Primary,ALL,NEUTRAL,4,25.50000000000052,13.350000000001971,,,0.0
GBPAUD,Robustness,ALL,UP,1391,0.1925233644860165,-0.8999999999992347,0.507548526240115,0.49173256649892166,0.0007189072609633358
GBPAUD,Robustness,ALL,DOWN,1604,2.459850374064848,1.5999999999993797,0.5199501246882793,0.4775561097256858,0.0024937655860349127
GBPAUD,Robustness,ALL,NEUTRAL,6,4.399999999999589,4.099999999999104,,,0.0
